Codes:,Corporate general partners,Corporate limited partners,Individual general partners,Individual limited partners,Partnership general partners,Partnership limited partners,Tax-exempt organization general partners,Tax-exempt organization limited partners,Nominee and other general partners,Nominee and other limited partners
5619,48353748.9353,34275851.9352,55094627.6786,264020727.797,11128142.263,100095297.225,105709.573536,9420382.68622,792576.292302,22949018.0992
56191,16117916.3118,11425283.9784,18364875.8929,88006909.2658,3709380.75433,33365099.0749,35236.5245122,3140127.56207,264192.097434,7649672.69973
561910,16117916.3118,11425283.9784,18364875.8929,88006909.2658,3709380.75433,33365099.0749,35236.5245122,3140127.56207,264192.097434,7649672.69973
56192,16117916.3118,11425283.9784,18364875.8929,88006909.2658,3709380.75433,33365099.0749,35236.5245122,3140127.56207,264192.097434,7649672.69973
561920,16117916.3118,11425283.9784,18364875.8929,88006909.2658,3709380.75433,33365099.0749,35236.5245122,3140127.56207,264192.097434,7649672.69973
56199,16117916.3118,11425283.9784,18364875.8929,88006909.2658,3709380.75433,33365099.0749,35236.5245122,3140127.56207,264192.097434,7649672.69973
561990,16117916.3118,11425283.9784,18364875.8929,88006909.2658,3709380.75433,33365099.0749,35236.5245122,3140127.56207,264192.097434,7649672.69973
562,297013980.637,210540184.519,338419978.572,1621753205.5,68354861.8961,614837594.321,649323.411708,57864910.6299,4868417.54194,140964855.207
5621,99004660.2124,70180061.5062,112806659.524,540584401.834,22784953.9654,204945864.774,216441.137236,19288303.5433,1622805.84731,46988285.0688
56211,99004660.2124,70180061.5062,112806659.524,540584401.834,22784953.9654,204945864.774,216441.137236,19288303.5433,1622805.84731,46988285.0688
562111,33001553.4041,23393353.8354,37602219.8413,180194800.611,7594984.65512,68315288.2579,72147.0457453,6429434.51443,540935.282438,15662761.6896
562112,33001553.4041,23393353.8354,37602219.8413,180194800.611,7594984.65512,68315288.2579,72147.0457453,6429434.51443,540935.282438,15662761.6896
562119,33001553.4041,23393353.8354,37602219.8413,180194800.611,7594984.65512,68315288.2579,72147.0457453,6429434.51443,540935.282438,15662761.6896
5622,99004660.2124,70180061.5062,112806659.524,540584401.834,22784953.9654,204945864.774,216441.137236,19288303.5433,1622805.84731,46988285.0688
56221,99004660.2124,70180061.5062,112806659.524,540584401.834,22784953.9654,204945864.774,216441.137236,19288303.5433,1622805.84731,46988285.0688
562211,24751165.0531,17545015.3765,28201664.881,135146100.458,5696238.49134,51236466.1935,54110.284309,4822075.88582,405701.461828,11747071.2672
562212,24751165.0531,17545015.3765,28201664.881,135146100.458,5696238.49134,51236466.1935,54110.284309,4822075.88582,405701.461828,11747071.2672
562213,24751165.0531,17545015.3765,28201664.881,135146100.458,5696238.49134,51236466.1935,54110.284309,4822075.88582,405701.461828,11747071.2672
562219,24751165.0531,17545015.3765,28201664.881,135146100.458,5696238.49134,51236466.1935,54110.284309,4822075.88582,405701.461828,11747071.2672
5629,99004660.2124,70180061.5062,112806659.524,540584401.834,22784953.9654,204945864.774,216441.137236,19288303.5433,1622805.84731,46988285.0688
56291,33001553.4041,23393353.8354,37602219.8413,180194800.611,7594984.65512,68315288.2579,72147.0457453,6429434.51443,540935.282438,15662761.6896
562910,33001553.4041,23393353.8354,37602219.8413,180194800.611,7594984.65512,68315288.2579,72147.0457453,6429434.51443,540935.282438,15662761.6896
56292,33001553.4041,23393353.8354,37602219.8413,180194800.611,7594984.65512,68315288.2579,72147.0457453,6429434.51443,540935.282438,15662761.6896
562920,33001553.4041,23393353.8354,37602219.8413,180194800.611,7594984.65512,68315288.2579,72147.0457453,6429434.51443,540935.282438,15662761.6896
56299,33001553.4041,23393353.8354,37602219.8413,180194800.611,7594984.65512,68315288.2579,72147.0457453,6429434.51443,540935.282438,15662761.6896
562991,16500776.7021,11696676.9177,18801109.9206,90097400.3056,3797492.32756,34157644.129,36073.5228727,3214717.25722,270467.641219,7831380.84481
562998,16500776.7021,11696676.9177,18801109.9206,90097400.3056,3797492.32756,34157644.129,36073.5228727,3214717.25722,270467.641219,7831380.84481
61,904998.461798,164515000.0,95670000.0,571433001.538,150000.0,59228998.4618,0.0,-1.53820240024,2947001.5382,192276000.0
611,904998.461798,164515000.0,95670000.0,571433001.538,150000.0,59228998.4618,0.0,-1.53820240024,2947001.5382,192276000.0
6111,129285.494543,23502142.8571,13667142.8571,81633285.934,21428.5714286,8461285.49454,0.0,-0.219743200034,421000.219743,27468000.0
61111,129285.494543,23502142.8571,13667142.8571,81633285.934,21428.5714286,8461285.49454,0.0,-0.219743200034,421000.219743,27468000.0
611110,129285.494543,23502142.8571,13667142.8571,81633285.934,21428.5714286,8461285.49454,0.0,-0.219743200034,421000.219743,27468000.0
6112,129285.494543,23502142.8571,13667142.8571,81633285.934,21428.5714286,8461285.49454,0.0,-0.219743200034,421000.219743,27468000.0
61121,129285.494543,23502142.8571,13667142.8571,81633285.934,21428.5714286,8461285.49454,0.0,-0.219743200034,421000.219743,27468000.0
611210,129285.494543,23502142.8571,13667142.8571,81633285.934,21428.5714286,8461285.49454,0.0,-0.219743200034,421000.219743,27468000.0
6113,129285.494543,23502142.8571,13667142.8571,81633285.934,21428.5714286,8461285.49454,0.0,-0.219743200034,421000.219743,27468000.0
61131,129285.494543,23502142.8571,13667142.8571,81633285.934,21428.5714286,8461285.49454,0.0,-0.219743200034,421000.219743,27468000.0
611310,129285.494543,23502142.8571,13667142.8571,81633285.934,21428.5714286,8461285.49454,0.0,-0.219743200034,421000.219743,27468000.0
6114,129285.494543,23502142.8571,13667142.8571,81633285.934,21428.5714286,8461285.49454,0.0,-0.219743200034,421000.219743,27468000.0
61141,43095.1648475,7834047.61905,4555714.28571,27211095.3113,7142.85714286,2820428.49818,0.0,-0.0732477333448,140333.406581,9156000.0
611410,43095.1648475,7834047.61905,4555714.28571,27211095.3113,7142.85714286,2820428.49818,0.0,-0.0732477333448,140333.406581,9156000.0
61142,43095.1648475,7834047.61905,4555714.28571,27211095.3113,7142.85714286,2820428.49818,0.0,-0.0732477333448,140333.406581,9156000.0
611420,43095.1648475,7834047.61905,4555714.28571,27211095.3113,7142.85714286,2820428.49818,0.0,-0.0732477333448,140333.406581,9156000.0
61143,43095.1648475,7834047.61905,4555714.28571,27211095.3113,7142.85714286,2820428.49818,0.0,-0.0732477333448,140333.406581,9156000.0
611430,43095.1648475,7834047.61905,4555714.28571,27211095.3113,7142.85714286,2820428.49818,0.0,-0.0732477333448,140333.406581,9156000.0
6115,129285.494543,23502142.8571,13667142.8571,81633285.934,21428.5714286,8461285.49454,0.0,-0.219743200034,421000.219743,27468000.0
61151,129285.494543,23502142.8571,13667142.8571,81633285.934,21428.5714286,8461285.49454,0.0,-0.219743200034,421000.219743,27468000.0
611511,32321.3736356,5875535.71429,3416785.71429,20408321.4835,5357.14285714,2115321.37364,0.0,-0.0549358000086,105250.054936,6867000.0
611512,32321.3736356,5875535.71429,3416785.71429,20408321.4835,5357.14285714,2115321.37364,0.0,-0.0549358000086,105250.054936,6867000.0
611513,32321.3736356,5875535.71429,3416785.71429,20408321.4835,5357.14285714,2115321.37364,0.0,-0.0549358000086,105250.054936,6867000.0
611519,32321.3736356,5875535.71429,3416785.71429,20408321.4835,5357.14285714,2115321.37364,0.0,-0.0549358000086,105250.054936,6867000.0
6116,129285.494543,23502142.8571,13667142.8571,81633285.934,21428.5714286,8461285.49454,0.0,-0.219743200034,421000.219743,27468000.0
61161,32321.3736356,5875535.71429,3416785.71429,20408321.4835,5357.14285714,2115321.37364,0.0,-0.0549358000086,105250.054936,6867000.0
611610,32321.3736356,5875535.71429,3416785.71429,20408321.4835,5357.14285714,2115321.37364,0.0,-0.0549358000086,105250.054936,6867000.0
61162,32321.3736356,5875535.71429,3416785.71429,20408321.4835,5357.14285714,2115321.37364,0.0,-0.0549358000086,105250.054936,6867000.0
611620,32321.3736356,5875535.71429,3416785.71429,20408321.4835,5357.14285714,2115321.37364,0.0,-0.0549358000086,105250.054936,6867000.0
61163,32321.3736356,5875535.71429,3416785.71429,20408321.4835,5357.14285714,2115321.37364,0.0,-0.0549358000086,105250.054936,6867000.0
611630,32321.3736356,5875535.71429,3416785.71429,20408321.4835,5357.14285714,2115321.37364,0.0,-0.0549358000086,105250.054936,6867000.0
61169,32321.3736356,5875535.71429,3416785.71429,20408321.4835,5357.14285714,2115321.37364,0.0,-0.0549358000086,105250.054936,6867000.0
611691,10773.7912119,1958511.90476,1138928.57143,6802773.82784,1785.71428571,705107.124545,0.0,-0.0183119333362,35083.3516453,2289000.0
611692,10773.7912119,1958511.90476,1138928.57143,6802773.82784,1785.71428571,705107.124545,0.0,-0.0183119333362,35083.3516453,2289000.0
611699,10773.7912119,1958511.90476,1138928.57143,6802773.82784,1785.71428571,705107.124545,0.0,-0.0183119333362,35083.3516453,2289000.0
6117,129285.494543,23502142.8571,13667142.8571,81633285.934,21428.5714286,8461285.49454,0.0,-0.219743200034,421000.219743,27468000.0
61171,129285.494543,23502142.8571,13667142.8571,81633285.934,21428.5714286,8461285.49454,0.0,-0.219743200034,421000.219743,27468000.0
611710,129285.494543,23502142.8571,13667142.8571,81633285.934,21428.5714286,8461285.49454,0.0,-0.219743200034,421000.219743,27468000.0
62,5748653998.61,6061613000.0,3074730000.0,20376454001.4,362089000.0,9314786998.61,335747000.0,1733520998.61,192848001.393,1171523000.0
621,-35200745191.0,-37117087706.3,-18827500713.6,-124771183893.0,-2217180339.7,-57037254934.0,-2055880315.37,-10614872798.0,-1180866574.9,-7173589264.26
6211,65526086107.1,69093352197.3,35047338522.2,232261200583.0,4127274836.54,106174686298.0,3827015304.37,19759555236.9,2198179738.76,13353615819.1
62111,65526086107.1,69093352197.3,35047338522.2,232261200583.0,4127274836.54,106174686298.0,3827015304.37,19759555236.9,2198179738.76,13353615819.1
621111,32763043053.6,34546676098.6,17523669261.1,116130600292.0,2063637418.27,53087343149.2,1913507652.19,9879777618.44,1099089869.38,6676807909.56
621112,32763043053.6,34546676098.6,17523669261.1,116130600292.0,2063637418.27,53087343149.2,1913507652.19,9879777618.44,1099089869.38,6676807909.56
6212,-189252955094.0,-199555960955.0,-101223997610.0,-670818618591.0,-11920427507.7,-306654560526.0,-11053215575.2,-57069702191.8,-6348799937.6,-38568017794.2
62121,-189252955094.0,-199555960955.0,-101223997610.0,-670818618591.0,-11920427507.7,-306654560526.0,-11053215575.2,-57069702191.8,-6348799937.6,-38568017794.2
621210,-189252955094.0,-199555960955.0,-101223997610.0,-670818618591.0,-11920427507.7,-306654560526.0,-11053215575.2,-57069702191.8,-6348799937.6,-38568017794.2
6213,46125228833.9,48636304567.2,24670579389.0,163493681106.0,2905277998.52,74738657423.8,2693918821.53,13909178177.8,1547346247.76,9399898910.64
62131,9225045766.78,9727260913.43,4934115877.8,32698736221.2,581055599.703,14947731484.8,538783764.305,2781835635.56,309469249.552,1879979782.13
621310,9225045766.78,9727260913.43,4934115877.8,32698736221.2,581055599.703,14947731484.8,538783764.305,2781835635.56,309469249.552,1879979782.13
62132,9225045766.78,9727260913.43,4934115877.8,32698736221.2,581055599.703,14947731484.8,538783764.305,2781835635.56,309469249.552,1879979782.13
621320,9225045766.78,9727260913.43,4934115877.8,32698736221.2,581055599.703,14947731484.8,538783764.305,2781835635.56,309469249.552,1879979782.13
62133,9225045766.78,9727260913.43,4934115877.8,32698736221.2,581055599.703,14947731484.8,538783764.305,2781835635.56,309469249.552,1879979782.13
621330,9225045766.78,9727260913.43,4934115877.8,32698736221.2,581055599.703,14947731484.8,538783764.305,2781835635.56,309469249.552,1879979782.13
62134,9225045766.78,9727260913.43,4934115877.8,32698736221.2,581055599.703,14947731484.8,538783764.305,2781835635.56,309469249.552,1879979782.13
621340,9225045766.78,9727260913.43,4934115877.8,32698736221.2,581055599.703,14947731484.8,538783764.305,2781835635.56,309469249.552,1879979782.13
62139,9225045766.78,9727260913.43,4934115877.8,32698736221.2,581055599.703,14947731484.8,538783764.305,2781835635.56,309469249.552,1879979782.13
621391,4612522883.39,4863630456.72,2467057938.9,16349368110.6,290527799.852,7473865742.38,269391882.153,1390917817.78,154734624.776,939989891.064
621399,4612522883.39,4863630456.72,2467057938.9,16349368110.6,290527799.852,7473865742.38,269391882.153,1390917817.78,154734624.776,939989891.064
6214,4713173147.46,4969760161.04,2520891825.32,16706129097.9,296867432.308,7636953618.5,275270305.905,1421269156.78,158111102.517,960501492.449
62141,1571057715.82,1656586720.35,840297275.107,5568709699.3,98955810.7692,2545651206.17,91756768.6351,473756385.592,52703700.8389,320167164.15
621410,1571057715.82,1656586720.35,840297275.107,5568709699.3,98955810.7692,2545651206.17,91756768.6351,473756385.592,52703700.8389,320167164.15
62142,1571057715.82,1656586720.35,840297275.107,5568709699.3,98955810.7692,2545651206.17,91756768.6351,473756385.592,52703700.8389,320167164.15
621420,1571057715.82,1656586720.35,840297275.107,5568709699.3,98955810.7692,2545651206.17,91756768.6351,473756385.592,52703700.8389,320167164.15
62149,1571057715.82,1656586720.35,840297275.107,5568709699.3,98955810.7692,2545651206.17,91756768.6351,473756385.592,52703700.8389,320167164.15
621491,392764428.955,414146680.087,210074318.777,1392177424.82,24738952.6923,636412801.542,22939192.1588,118439096.398,13175925.2097,80041791.0374
621492,392764428.955,414146680.087,210074318.777,1392177424.82,24738952.6923,636412801.542,22939192.1588,118439096.398,13175925.2097,80041791.0374
621493,392764428.955,414146680.087,210074318.777,1392177424.82,24738952.6923,636412801.542,22939192.1588,118439096.398,13175925.2097,80041791.0374
621498,392764428.955,414146680.087,210074318.777,1392177424.82,24738952.6923,636412801.542,22939192.1588,118439096.398,13175925.2097,80041791.0374
6215,25264839081.2,26640266931.1,13513173464.1,89552759918.2,1591349961.27,40937686396.2,1475579140.62,7618675447.2,847550352.396,5148742659.08
62151,25264839081.2,26640266931.1,13513173464.1,89552759918.2,1591349961.27,40937686396.2,1475579140.62,7618675447.2,847550352.396,5148742659.08
621511,12632419540.6,13320133465.5,6756586732.03,44776379959.1,795674980.637,20468843198.1,737789570.31,3809337723.6,423775176.198,2574371329.54
621512,12632419540.6,13320133465.5,6756586732.03,44776379959.1,795674980.637,20468843198.1,737789570.31,3809337723.6,423775176.198,2574371329.54
6216,10300413723.9,10861172328.2,5509288104.12,36510443399.6,648789526.343,16690195628.2,601590043.059,3106115534.01,345544226.641,2099129916.32
62161,10300413723.9,10861172328.2,5509288104.12,36510443399.6,648789526.343,16690195628.2,601590043.059,3106115534.01,345544226.641,2099129916.32
621610,10300413723.9,10861172328.2,5509288104.12,36510443399.6,648789526.343,16690195628.2,601590043.059,3106115534.01,345544226.641,2099129916.32
6219,2122469009.75,2238017063.6,1135225591.93,7523220593.38,133687412.994,3439126227.07,123961644.376,640035841.118,71201694.6311,432539732.311
62191,1061234504.87,1119008531.8,567612795.963,3761610296.69,66843706.497,1719563113.53,61980822.188,320017920.559,35600847.3156,216269866.156
621910,1061234504.87,1119008531.8,567612795.963,3761610296.69,66843706.497,1719563113.53,61980822.188,320017920.559,35600847.3156,216269866.156
62199,1061234504.87,1119008531.8,567612795.963,3761610296.69,66843706.497,1719563113.53,61980822.188,320017920.559,35600847.3156,216269866.156
621991,530617252.437,559504265.899,283806397.981,1880805148.34,33421853.2485,859781556.767,30990411.094,160008960.279,17800423.6578,108134933.078
621999,530617252.437,559504265.899,283806397.981,1880805148.34,33421853.2485,859781556.767,30990411.094,160008960.279,17800423.6578,108134933.078
622,875218487.434,922865728.666,468120109.598,3102265200.64,55127163.1539,1418153499.87,51116658.1902,263924325.017,29360635.7462,178361506.59
6221,291739495.811,307621909.555,156040036.533,1034088400.21,18375721.0513,472717833.292,17038886.0634,87974775.0055,9786878.58206,59453835.5299
62211,291739495.811,307621909.555,156040036.533,1034088400.21,18375721.0513,472717833.292,17038886.0634,87974775.0055,9786878.58206,59453835.5299
622110,291739495.811,307621909.555,156040036.533,1034088400.21,18375721.0513,472717833.292,17038886.0634,87974775.0055,9786878.58206,59453835.5299
6222,291739495.811,307621909.555,156040036.533,1034088400.21,18375721.0513,472717833.292,17038886.0634,87974775.0055,9786878.58206,59453835.5299
62221,291739495.811,307621909.555,156040036.533,1034088400.21,18375721.0513,472717833.292,17038886.0634,87974775.0055,9786878.58206,59453835.5299
622210,291739495.811,307621909.555,156040036.533,1034088400.21,18375721.0513,472717833.292,17038886.0634,87974775.0055,9786878.58206,59453835.5299
6223,291739495.811,307621909.555,156040036.533,1034088400.21,18375721.0513,472717833.292,17038886.0634,87974775.0055,9786878.58206,59453835.5299
62231,291739495.811,307621909.555,156040036.533,1034088400.21,18375721.0513,472717833.292,17038886.0634,87974775.0055,9786878.58206,59453835.5299
622310,291739495.811,307621909.555,156040036.533,1034088400.21,18375721.0513,472717833.292,17038886.0634,87974775.0055,9786878.58206,59453835.5299
623,23845087127.2,25143223118.2,12753803718.3,84520362701.3,1501924407.85,38637202309.8,1392659302.45,7190545692.72,799922450.828,4859410222.51
6231,5961271781.8,6285805779.56,3188450929.57,21130090675.3,375481101.963,9659300577.45,348164825.611,1797636423.18,199980612.707,1214852555.63
62311,5961271781.8,6285805779.56,3188450929.57,21130090675.3,375481101.963,9659300577.45,348164825.611,1797636423.18,199980612.707,1214852555.63
623110,5961271781.8,6285805779.56,3188450929.57,21130090675.3,375481101.963,9659300577.45,348164825.611,1797636423.18,199980612.707,1214852555.63
6232,5961271781.8,6285805779.56,3188450929.57,21130090675.3,375481101.963,9659300577.45,348164825.611,1797636423.18,199980612.707,1214852555.63
62321,2980635890.9,3142902889.78,1594225464.79,10565045337.7,187740550.982,4829650288.72,174082412.806,898818211.59,99990306.3534,607426277.814
623210,2980635890.9,3142902889.78,1594225464.79,10565045337.7,187740550.982,4829650288.72,174082412.806,898818211.59,99990306.3534,607426277.814
62322,2980635890.9,3142902889.78,1594225464.79,10565045337.7,187740550.982,4829650288.72,174082412.806,898818211.59,99990306.3534,607426277.814
623220,2980635890.9,3142902889.78,1594225464.79,10565045337.7,187740550.982,4829650288.72,174082412.806,898818211.59,99990306.3534,607426277.814
6233,5961271781.8,6285805779.56,3188450929.57,21130090675.3,375481101.963,9659300577.45,348164825.611,1797636423.18,199980612.707,1214852555.63
62331,5961271781.8,6285805779.56,3188450929.57,21130090675.3,375481101.963,9659300577.45,348164825.611,1797636423.18,199980612.707,1214852555.63
623311,2980635890.9,3142902889.78,1594225464.79,10565045337.7,187740550.982,4829650288.72,174082412.806,898818211.59,99990306.3534,607426277.814
623312,2980635890.9,3142902889.78,1594225464.79,10565045337.7,187740550.982,4829650288.72,174082412.806,898818211.59,99990306.3534,607426277.814
6239,5961271781.8,6285805779.56,3188450929.57,21130090675.3,375481101.963,9659300577.45,348164825.611,1797636423.18,199980612.707,1214852555.63
62399,5961271781.8,6285805779.56,3188450929.57,21130090675.3,375481101.963,9659300577.45,348164825.611,1797636423.18,199980612.707,1214852555.63
623990,5961271781.8,6285805779.56,3188450929.57,21130090675.3,375481101.963,9659300577.45,348164825.611,1797636423.18,199980612.707,1214852555.63
624,16229093574.9,17112611859.4,8680306885.7,57525009992.6,1022217768.69,26296686123.0,947851354.738,4893923778.91,544431489.72,3307340535.16
6241,4057273393.73,4278152964.84,2170076721.43,14381252498.1,255554442.174,6574171530.74,236962838.685,1223480944.73,136107872.43,826835133.789
62411,1352424464.58,1426050988.28,723358907.142,4793750832.72,85184814.0579,2191390510.25,78987612.8949,407826981.576,45369290.81,275611711.263
624110,1352424464.58,1426050988.28,723358907.142,4793750832.72,85184814.0579,2191390510.25,78987612.8949,407826981.576,45369290.81,275611711.263
62412,1352424464.58,1426050988.28,723358907.142,4793750832.72,85184814.0579,2191390510.25,78987612.8949,407826981.576,45369290.81,275611711.263
624120,1352424464.58,1426050988.28,723358907.142,4793750832.72,85184814.0579,2191390510.25,78987612.8949,407826981.576,45369290.81,275611711.263
62419,1352424464.58,1426050988.28,723358907.142,4793750832.72,85184814.0579,2191390510.25,78987612.8949,407826981.576,45369290.81,275611711.263
624190,1352424464.58,1426050988.28,723358907.142,4793750832.72,85184814.0579,2191390510.25,78987612.8949,407826981.576,45369290.81,275611711.263
6242,4057273393.73,4278152964.84,2170076721.43,14381252498.1,255554442.174,6574171530.74,236962838.685,1223480944.73,136107872.43,826835133.789
62421,1352424464.58,1426050988.28,723358907.142,4793750832.72,85184814.0579,2191390510.25,78987612.8949,407826981.576,45369290.81,275611711.263
624210,1352424464.58,1426050988.28,723358907.142,4793750832.72,85184814.0579,2191390510.25,78987612.8949,407826981.576,45369290.81,275611711.263
62422,1352424464.58,1426050988.28,723358907.142,4793750832.72,85184814.0579,2191390510.25,78987612.8949,407826981.576,45369290.81,275611711.263
624221,676212232.289,713025494.141,361679453.571,2396875416.36,42592407.0289,1095695255.12,39493806.4474,203913490.788,22684645.405,137805855.632
624229,676212232.289,713025494.141,361679453.571,2396875416.36,42592407.0289,1095695255.12,39493806.4474,203913490.788,22684645.405,137805855.632
62423,1352424464.58,1426050988.28,723358907.142,4793750832.72,85184814.0579,2191390510.25,78987612.8949,407826981.576,45369290.81,275611711.263
624230,1352424464.58,1426050988.28,723358907.142,4793750832.72,85184814.0579,2191390510.25,78987612.8949,407826981.576,45369290.81,275611711.263
6243,4057273393.73,4278152964.84,2170076721.43,14381252498.1,255554442.174,6574171530.74,236962838.685,1223480944.73,136107872.43,826835133.789
62431,4057273393.73,4278152964.84,2170076721.43,14381252498.1,255554442.174,6574171530.74,236962838.685,1223480944.73,136107872.43,826835133.789
624310,4057273393.73,4278152964.84,2170076721.43,14381252498.1,255554442.174,6574171530.74,236962838.685,1223480944.73,136107872.43,826835133.789
6244,4057273393.73,4278152964.84,2170076721.43,14381252498.1,255554442.174,6574171530.74,236962838.685,1223480944.73,136107872.43,826835133.789
62441,4057273393.73,4278152964.84,2170076721.43,14381252498.1,255554442.174,6574171530.74,236962838.685,1223480944.73,136107872.43,826835133.789
624410,4057273393.73,4278152964.84,2170076721.43,14381252498.1,255554442.174,6574171530.74,236962838.685,1223480944.73,136107872.43,826835133.789
71,425013999.43,-323849000.0,238788000.0,407600000.57,354989000.0,224585999.43,0.0,-48302000.5699,-66055999.4301,949839000.0
711,6007645367.53,-4577660847.03,3375309104.98,5761495523.71,5017830057.92,3174561404.8,0.0,-682757015.9,-933712817.71,13426136258.8
7111,1201529073.51,-915532169.406,675061820.997,1152299104.74,1003566011.58,634912280.959,0.0,-136551403.18,-186742563.542,2685227251.76
71111,300382268.377,-228883042.351,168765455.249,288074776.185,250891502.896,158728070.24,0.0,-34137850.795,-46685640.8855,671306812.941
711110,300382268.377,-228883042.351,168765455.249,288074776.185,250891502.896,158728070.24,0.0,-34137850.795,-46685640.8855,671306812.941
71112,300382268.377,-228883042.351,168765455.249,288074776.185,250891502.896,158728070.24,0.0,-34137850.795,-46685640.8855,671306812.941
711120,300382268.377,-228883042.351,168765455.249,288074776.185,250891502.896,158728070.24,0.0,-34137850.795,-46685640.8855,671306812.941
71113,300382268.377,-228883042.351,168765455.249,288074776.185,250891502.896,158728070.24,0.0,-34137850.795,-46685640.8855,671306812.941
711130,300382268.377,-228883042.351,168765455.249,288074776.185,250891502.896,158728070.24,0.0,-34137850.795,-46685640.8855,671306812.941
71119,300382268.377,-228883042.351,168765455.249,288074776.185,250891502.896,158728070.24,0.0,-34137850.795,-46685640.8855,671306812.941
711190,300382268.377,-228883042.351,168765455.249,288074776.185,250891502.896,158728070.24,0.0,-34137850.795,-46685640.8855,671306812.941
7112,1201529073.51,-915532169.406,675061820.997,1152299104.74,1003566011.58,634912280.959,0.0,-136551403.18,-186742563.542,2685227251.76
71121,1201529073.51,-915532169.406,675061820.997,1152299104.74,1003566011.58,634912280.959,0.0,-136551403.18,-186742563.542,2685227251.76
711211,400509691.169,-305177389.802,225020606.999,384099701.581,334522003.861,211637426.986,0.0,-45517134.3933,-62247521.1806,895075750.588
711212,400509691.169,-305177389.802,225020606.999,384099701.581,334522003.861,211637426.986,0.0,-45517134.3933,-62247521.1806,895075750.588
711219,400509691.169,-305177389.802,225020606.999,384099701.581,334522003.861,211637426.986,0.0,-45517134.3933,-62247521.1806,895075750.588
7113,1201529073.51,-915532169.406,675061820.997,1152299104.74,1003566011.58,634912280.959,0.0,-136551403.18,-186742563.542,2685227251.76
71131,600764536.753,-457766084.703,337530910.498,576149552.371,501783005.792,317456140.48,0.0,-68275701.59,-93371281.771,1342613625.88
711310,600764536.753,-457766084.703,337530910.498,576149552.371,501783005.792,317456140.48,0.0,-68275701.59,-93371281.771,1342613625.88
71132,600764536.753,-457766084.703,337530910.498,576149552.371,501783005.792,317456140.48,0.0,-68275701.59,-93371281.771,1342613625.88
711320,600764536.753,-457766084.703,337530910.498,576149552.371,501783005.792,317456140.48,0.0,-68275701.59,-93371281.771,1342613625.88
7114,1201529073.51,-915532169.406,675061820.997,1152299104.74,1003566011.58,634912280.959,0.0,-136551403.18,-186742563.542,2685227251.76
71141,1201529073.51,-915532169.406,675061820.997,1152299104.74,1003566011.58,634912280.959,0.0,-136551403.18,-186742563.542,2685227251.76
711410,1201529073.51,-915532169.406,675061820.997,1152299104.74,1003566011.58,634912280.959,0.0,-136551403.18,-186742563.542,2685227251.76
7115,1201529073.51,-915532169.406,675061820.997,1152299104.74,1003566011.58,634912280.959,0.0,-136551403.18,-186742563.542,2685227251.76
71151,1201529073.51,-915532169.406,675061820.997,1152299104.74,1003566011.58,634912280.959,0.0,-136551403.18,-186742563.542,2685227251.76
711510,1201529073.51,-915532169.406,675061820.997,1152299104.74,1003566011.58,634912280.959,0.0,-136551403.18,-186742563.542,2685227251.76
712,5121002739.08,-3902063504.43,2877161702.2,4911181095.6,4277270028.24,2706041494.59,0.0,-581991834.512,-795910145.237,11444630358.5
7121,5121002739.08,-3902063504.43,2877161702.2,4911181095.6,4277270028.24,2706041494.59,0.0,-581991834.512,-795910145.237,11444630358.5
71211,1280250684.77,-975515876.108,719290425.55,1227795273.9,1069317507.06,676510373.648,0.0,-145497958.628,-198977536.309,2861157589.64
712110,1280250684.77,-975515876.108,719290425.55,1227795273.9,1069317507.06,676510373.648,0.0,-145497958.628,-198977536.309,2861157589.64
71212,1280250684.77,-975515876.108,719290425.55,1227795273.9,1069317507.06,676510373.648,0.0,-145497958.628,-198977536.309,2861157589.64
712120,1280250684.77,-975515876.108,719290425.55,1227795273.9,1069317507.06,676510373.648,0.0,-145497958.628,-198977536.309,2861157589.64
71213,1280250684.77,-975515876.108,719290425.55,1227795273.9,1069317507.06,676510373.648,0.0,-145497958.628,-198977536.309,2861157589.64
712130,1280250684.77,-975515876.108,719290425.55,1227795273.9,1069317507.06,676510373.648,0.0,-145497958.628,-198977536.309,2861157589.64
71219,1280250684.77,-975515876.108,719290425.55,1227795273.9,1069317507.06,676510373.648,0.0,-145497958.628,-198977536.309,2861157589.64
712190,1280250684.77,-975515876.108,719290425.55,1227795273.9,1069317507.06,676510373.648,0.0,-145497958.628,-198977536.309,2861157589.64
713,-10703634107.2,8155875351.46,-6013682807.19,-10265076618.7,-8940111086.15,-5656016899.96,0.0,1216446849.84,1663566963.52,-23920927617.4
7131,-3567878035.73,2718625117.15,-2004560935.73,-3421692206.25,-2980037028.72,-1885338966.65,0.0,405482283.281,554522321.172,-7973642539.12
71311,-1783939017.86,1359312558.58,-1002280467.86,-1710846103.12,-1490018514.36,-942669483.326,0.0,202741141.64,277261160.586,-3986821269.56
713110,-1783939017.86,1359312558.58,-1002280467.86,-1710846103.12,-1490018514.36,-942669483.326,0.0,202741141.64,277261160.586,-3986821269.56
71312,-1783939017.86,1359312558.58,-1002280467.86,-1710846103.12,-1490018514.36,-942669483.326,0.0,202741141.64,277261160.586,-3986821269.56
713120,-1783939017.86,1359312558.58,-1002280467.86,-1710846103.12,-1490018514.36,-942669483.326,0.0,202741141.64,277261160.586,-3986821269.56
