NAICS,Mainframes,PCs,DASDs,Printers,Terminals,Tape drives,Storage devices,System integrators,Communications,Nonelectro medical instruments,Electro medical instruments,Nonmedical instruments,Photocopy and related equipment,Office and accounting equipment,Nuclear fuel,Other fabricated metals,Steam engines,Internal combustion engines,Metalworking machinery,Special industrial machinery,General industrial equipment,Electric transmission and distribution,Light trucks (including utility vehicles),"Other trucks, buses and truck trailers",Autos,Aircraft,Ships and boats,Railroad equipment,Household furniture,Other furniture,Other agricultural machinery,Farm tractors,Other construction machinery,Construction tractors,Mining and oilfield machinery,Service industry machinery,Household appliances,Other electrical,Other,Office,Hospitals,Special care,Medical buildings,Multimerchandise shopping,Food and beverage establishments,Warehouses,Mobile structures,Other commercial,Manufacturing,Electric,Wind and solar,Gas,Petroleum pipelines,Communication,Petroleum and natural gas,Mining,Religious,Educational and vocational,Lodging,Amusement and recreation,Air transportation,Other transportation,Other railroad,Track replacement,Local transit structures,Other land transportation,Farm,Water supply,Sewage and waste disposal,Public safety,Highway and conservation and development,Prepackaged software,Custom software,Own account software,Pharmaceutical and medicine manufacturing,"Chemical manufacturing, ex. pharma and med",Semiconductor and other component manufacturing,Computers and peripheral equipment manufacturing,Communications equipment manufacturing,Navigational and other instruments manufacturing,"Other computer and electronic manufacturing, n.e.c.",Motor vehicles and parts manufacturing,Aerospace products and parts manufacturing,Other manufacturing,Scientific research and development services,Software publishers,Financial and real estate services,Computer systems design and related services,"All other nonmanufacturing, n.e.c.",Private universities and colleges,Other nonprofit institutions,Theatrical movies,Long-lived television programs,Books,Music,Other entertainment originals
[[424720]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[4248]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[42481]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[424810]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[42482]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[424820]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[4249]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[42491]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[424910]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[42492]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[424920]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[42493]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[424930]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[42494]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[424940]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[42495]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[424950]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[42499]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[424990]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[425]],8246510.952,9458394.477,0,2092994.135,2991213.689,0,2937035.367,5403574.777,43890144.04,14020779.51,3641353.557,10022989.63,18075599.21,3906542.187,0,25863020.17,761348.0028,367842.2935,69633401.61,23062856.36,126052995.6,10333802.11,54779986.83,20741742.97,22372795.62,6564131.47,832635.269,1682379.482,10385128.94,40354295.64,4727771.493,8557323.433,67038545.12,5663060.426,1246101.413,29547146.09,2914223.442,2229865.686,47922151.82,190642110.2,0,0,119762.6072,93865369.13,339327.387,286121423,19960.43453,71304375.13,106888126.9,333624.4057,0,1097823.899,553189.1856,2446578.975,0,0,0,0,0,14257.45324,0,0,0,0,0,821229.3064,0,153980.495,59881.30359,0,1725151.842,17827519.53,69887184.27,77321020.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[4251]],8246510.952,9458394.477,0,2092994.135,2991213.689,0,2937035.367,5403574.777,43890144.04,14020779.51,3641353.557,10022989.63,18075599.21,3906542.187,0,25863020.17,761348.0028,367842.2935,69633401.61,23062856.36,126052995.6,10333802.11,54779986.83,20741742.97,22372795.62,6564131.47,832635.269,1682379.482,10385128.94,40354295.64,4727771.493,8557323.433,67038545.12,5663060.426,1246101.413,29547146.09,2914223.442,2229865.686,47922151.82,190642110.2,0,0,119762.6072,93865369.13,339327.387,286121423,19960.43453,71304375.13,106888126.9,333624.4057,0,1097823.899,553189.1856,2446578.975,0,0,0,0,0,14257.45324,0,0,0,0,0,821229.3064,0,153980.495,59881.30359,0,1725151.842,17827519.53,69887184.27,77321020.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[42511]],4123255.476,4729197.239,0,1046497.068,1495606.845,0,1468517.683,2701787.388,21945072.02,7010389.756,1820676.778,5011494.813,9037799.607,1953271.093,0,12931510.09,380674.0014,183921.1468,34816700.8,11531428.18,63026497.78,5166901.053,27389993.41,10370871.48,11186397.81,3282065.735,416317.6345,841189.741,5192564.469,20177147.82,2363885.747,4278661.716,33519272.56,2831530.213,623050.7064,14773573.04,1457111.721,1114932.843,23961075.91,95321055.1,0,0,59881.30359,46932684.56,169663.6935,143060711.5,9980.217266,35652187.56,53444063.46,166812.2029,0,548911.9496,276594.5928,1223289.488,0,0,0,0,0,7128.726618,0,0,0,0,0,410614.6532,0,76990.24748,29940.6518,0,862575.9208,8913759.763,34943592.14,38660510.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[425110]],4123255.476,4729197.239,0,1046497.068,1495606.845,0,1468517.683,2701787.388,21945072.02,7010389.756,1820676.778,5011494.813,9037799.607,1953271.093,0,12931510.09,380674.0014,183921.1468,34816700.8,11531428.18,63026497.78,5166901.053,27389993.41,10370871.48,11186397.81,3282065.735,416317.6345,841189.741,5192564.469,20177147.82,2363885.747,4278661.716,33519272.56,2831530.213,623050.7064,14773573.04,1457111.721,1114932.843,23961075.91,95321055.1,0,0,59881.30359,46932684.56,169663.6935,143060711.5,9980.217266,35652187.56,53444063.46,166812.2029,0,548911.9496,276594.5928,1223289.488,0,0,0,0,0,7128.726618,0,0,0,0,0,410614.6532,0,76990.24748,29940.6518,0,862575.9208,8913759.763,34943592.14,38660510.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[42512]],4123255.476,4729197.239,0,1046497.068,1495606.845,0,1468517.683,2701787.388,21945072.02,7010389.756,1820676.778,5011494.813,9037799.607,1953271.093,0,12931510.09,380674.0014,183921.1468,34816700.8,11531428.18,63026497.78,5166901.053,27389993.41,10370871.48,11186397.81,3282065.735,416317.6345,841189.741,5192564.469,20177147.82,2363885.747,4278661.716,33519272.56,2831530.213,623050.7064,14773573.04,1457111.721,1114932.843,23961075.91,95321055.1,0,0,59881.30359,46932684.56,169663.6935,143060711.5,9980.217266,35652187.56,53444063.46,166812.2029,0,548911.9496,276594.5928,1223289.488,0,0,0,0,0,7128.726618,0,0,0,0,0,410614.6532,0,76990.24748,29940.6518,0,862575.9208,8913759.763,34943592.14,38660510.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[425120]],4123255.476,4729197.239,0,1046497.068,1495606.845,0,1468517.683,2701787.388,21945072.02,7010389.756,1820676.778,5011494.813,9037799.607,1953271.093,0,12931510.09,380674.0014,183921.1468,34816700.8,11531428.18,63026497.78,5166901.053,27389993.41,10370871.48,11186397.81,3282065.735,416317.6345,841189.741,5192564.469,20177147.82,2363885.747,4278661.716,33519272.56,2831530.213,623050.7064,14773573.04,1457111.721,1114932.843,23961075.91,95321055.1,0,0,59881.30359,46932684.56,169663.6935,143060711.5,9980.217266,35652187.56,53444063.46,166812.2029,0,548911.9496,276594.5928,1223289.488,0,0,0,0,0,7128.726618,0,0,0,0,0,410614.6532,0,76990.24748,29940.6518,0,862575.9208,8913759.763,34943592.14,38660510.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"[[44]
 [45]]",211500000,3240000000,0,1043500000,1345500000,0,481500000,2450000000,7602500000,539500000,54500000,1112500000,542000000,570500000,0,3174500000,0,61000000,483500000,4118500000,22488000000,1260500000,4922000000,2446000000,1781500000,822500000,18500000,0,225500000,45689500000,0,730000000,908500000,17000000,436000000,10049000000,202500000,416500000,16971500000,13691000000,0,0,71000000,2.04626E+11,44782500000,51937000000,84000000,1.26476E+11,3893000000,500000,0,125000000,47000000,10000000,0,0,0,75500000,0,8090000000,0,105500000,0,0,0,199000000,320500000,94500000,43500000,0,552500000,4375500000,4210000000,2382000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[441]],18958944.55,290434895.2,0,93539757.13,120611157.9,0,43161852.48,219618979.4,681491139,48360995.66,4885401.786,99724944.71,48585096.66,51139848.05,0,284563449,0,5468064.384,43341133.27,369183986.3,2015833309,112991723.9,441210047.5,219260417.8,159694372.1,73729228.79,1658347.395,0,20213910.14,4095625044,0,65437491.81,81438303.16,1523886.796,39083214.29,900796377,18152180.95,37335226.49,1521332044,1227266713,0,0,6364468.382,18342756437,4014321201,4655653441,7529793.578,11337359198,348970076.2,44820.19987,0,11205049.97,4213098.788,896403.9974,0,0,0,6767850.18,0,725190833.9,0,9457062.173,0,0,0,17838439.55,28729748.12,8471017.775,3899357.389,0,49526320.86,392221569.1,377386082.9,213523432.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[4411]],6319648.182,96811631.72,0,31179919.04,40203719.28,0,14387284.16,73206326.45,227163713,16120331.89,1628467.262,33241648.24,16195032.22,17046616.02,0,94854482.99,0,1822688.128,14447044.42,123061328.8,671944436.5,37663907.96,147070015.8,73086805.92,53231457.38,24576409.6,552782.4651,0,6737970.047,1365208348,0,21812497.27,27146101.05,507962.2652,13027738.1,300265459,6050726.982,12445075.5,507110681.4,409088904.3,0,0,2121489.461,6114252146,1338107067,1551884480,2509931.193,3779119733,116323358.7,14940.06662,0,3735016.656,1404366.263,298801.3325,0,0,0,2255950.06,0,241730278,0,3152354.058,0,0,0,5946146.516,9576582.706,2823672.592,1299785.796,0,16508773.62,130740523,125795361,71174477.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[44111]],3159824.091,48405815.86,0,15589959.52,20101859.64,0,7193642.079,36603163.23,113581856.5,8060165.943,814233.631,16620824.12,8097516.11,8523308.009,0,47427241.5,0,911344.064,7223522.212,61530664.39,335972218.2,18831953.98,73535007.92,36543402.96,26615728.69,12288204.8,276391.2325,0,3368985.024,682604174,0,10906248.64,13573050.53,253981.1326,6513869.048,150132729.5,3025363.491,6222537.749,253555340.7,204544452.1,0,0,1060744.73,3057126073,669053533.6,775942240.2,1254965.596,1889559866,58161679.36,7470.033312,0,1867508.328,702183.1313,149400.6662,0,0,0,1127975.03,0,120865139,0,1576177.029,0,0,0,2973073.258,4788291.353,1411836.296,649892.8981,0,8254386.809,65370261.51,62897680.48,35587238.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[441110]],3159824.091,48405815.86,0,15589959.52,20101859.64,0,7193642.079,36603163.23,113581856.5,8060165.943,814233.631,16620824.12,8097516.11,8523308.009,0,47427241.5,0,911344.064,7223522.212,61530664.39,335972218.2,18831953.98,73535007.92,36543402.96,26615728.69,12288204.8,276391.2325,0,3368985.024,682604174,0,10906248.64,13573050.53,253981.1326,6513869.048,150132729.5,3025363.491,6222537.749,253555340.7,204544452.1,0,0,1060744.73,3057126073,669053533.6,775942240.2,1254965.596,1889559866,58161679.36,7470.033312,0,1867508.328,702183.1313,149400.6662,0,0,0,1127975.03,0,120865139,0,1576177.029,0,0,0,2973073.258,4788291.353,1411836.296,649892.8981,0,8254386.809,65370261.51,62897680.48,35587238.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[44112]],3159824.091,48405815.86,0,15589959.52,20101859.64,0,7193642.079,36603163.23,113581856.5,8060165.943,814233.631,16620824.12,8097516.11,8523308.009,0,47427241.5,0,911344.064,7223522.212,61530664.39,335972218.2,18831953.98,73535007.92,36543402.96,26615728.69,12288204.8,276391.2325,0,3368985.024,682604174,0,10906248.64,13573050.53,253981.1326,6513869.048,150132729.5,3025363.491,6222537.749,253555340.7,204544452.1,0,0,1060744.73,3057126073,669053533.6,775942240.2,1254965.596,1889559866,58161679.36,7470.033312,0,1867508.328,702183.1313,149400.6662,0,0,0,1127975.03,0,120865139,0,1576177.029,0,0,0,2973073.258,4788291.353,1411836.296,649892.8981,0,8254386.809,65370261.51,62897680.48,35587238.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[441120]],3159824.091,48405815.86,0,15589959.52,20101859.64,0,7193642.079,36603163.23,113581856.5,8060165.943,814233.631,16620824.12,8097516.11,8523308.009,0,47427241.5,0,911344.064,7223522.212,61530664.39,335972218.2,18831953.98,73535007.92,36543402.96,26615728.69,12288204.8,276391.2325,0,3368985.024,682604174,0,10906248.64,13573050.53,253981.1326,6513869.048,150132729.5,3025363.491,6222537.749,253555340.7,204544452.1,0,0,1060744.73,3057126073,669053533.6,775942240.2,1254965.596,1889559866,58161679.36,7470.033312,0,1867508.328,702183.1313,149400.6662,0,0,0,1127975.03,0,120865139,0,1576177.029,0,0,0,2973073.258,4788291.353,1411836.296,649892.8981,0,8254386.809,65370261.51,62897680.48,35587238.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[4412]],6319648.182,96811631.72,0,31179919.04,40203719.28,0,14387284.16,73206326.45,227163713,16120331.89,1628467.262,33241648.24,16195032.22,17046616.02,0,94854482.99,0,1822688.128,14447044.42,123061328.8,671944436.5,37663907.96,147070015.8,73086805.92,53231457.38,24576409.6,552782.4651,0,6737970.047,1365208348,0,21812497.27,27146101.05,507962.2652,13027738.1,300265459,6050726.982,12445075.5,507110681.4,409088904.3,0,0,2121489.461,6114252146,1338107067,1551884480,2509931.193,3779119733,116323358.7,14940.06662,0,3735016.656,1404366.263,298801.3325,0,0,0,2255950.06,0,241730278,0,3152354.058,0,0,0,5946146.516,9576582.706,2823672.592,1299785.796,0,16508773.62,130740523,125795361,71174477.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[44121]],3159824.091,48405815.86,0,15589959.52,20101859.64,0,7193642.079,36603163.23,113581856.5,8060165.943,814233.631,16620824.12,8097516.11,8523308.009,0,47427241.5,0,911344.064,7223522.212,61530664.39,335972218.2,18831953.98,73535007.92,36543402.96,26615728.69,12288204.8,276391.2325,0,3368985.024,682604174,0,10906248.64,13573050.53,253981.1326,6513869.048,150132729.5,3025363.491,6222537.749,253555340.7,204544452.1,0,0,1060744.73,3057126073,669053533.6,775942240.2,1254965.596,1889559866,58161679.36,7470.033312,0,1867508.328,702183.1313,149400.6662,0,0,0,1127975.03,0,120865139,0,1576177.029,0,0,0,2973073.258,4788291.353,1411836.296,649892.8981,0,8254386.809,65370261.51,62897680.48,35587238.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[441210]],3159824.091,48405815.86,0,15589959.52,20101859.64,0,7193642.079,36603163.23,113581856.5,8060165.943,814233.631,16620824.12,8097516.11,8523308.009,0,47427241.5,0,911344.064,7223522.212,61530664.39,335972218.2,18831953.98,73535007.92,36543402.96,26615728.69,12288204.8,276391.2325,0,3368985.024,682604174,0,10906248.64,13573050.53,253981.1326,6513869.048,150132729.5,3025363.491,6222537.749,253555340.7,204544452.1,0,0,1060744.73,3057126073,669053533.6,775942240.2,1254965.596,1889559866,58161679.36,7470.033312,0,1867508.328,702183.1313,149400.6662,0,0,0,1127975.03,0,120865139,0,1576177.029,0,0,0,2973073.258,4788291.353,1411836.296,649892.8981,0,8254386.809,65370261.51,62897680.48,35587238.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[44122]],3159824.091,48405815.86,0,15589959.52,20101859.64,0,7193642.079,36603163.23,113581856.5,8060165.943,814233.631,16620824.12,8097516.11,8523308.009,0,47427241.5,0,911344.064,7223522.212,61530664.39,335972218.2,18831953.98,73535007.92,36543402.96,26615728.69,12288204.8,276391.2325,0,3368985.024,682604174,0,10906248.64,13573050.53,253981.1326,6513869.048,150132729.5,3025363.491,6222537.749,253555340.7,204544452.1,0,0,1060744.73,3057126073,669053533.6,775942240.2,1254965.596,1889559866,58161679.36,7470.033312,0,1867508.328,702183.1313,149400.6662,0,0,0,1127975.03,0,120865139,0,1576177.029,0,0,0,2973073.258,4788291.353,1411836.296,649892.8981,0,8254386.809,65370261.51,62897680.48,35587238.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[441222]],1579912.045,24202907.93,0,7794979.761,10050929.82,0,3596821.04,18301581.61,56790928.25,4030082.972,407116.8155,8310412.059,4048758.055,4261654.004,0,23713620.75,0,455672.032,3611761.106,30765332.19,167986109.1,9415976.989,36767503.96,18271701.48,13307864.34,6144102.399,138195.6163,0,1684492.512,341302087,0,5453124.318,6786525.264,126990.5663,3256934.524,75066364.75,1512681.746,3111268.874,126777670.3,102272226.1,0,0,530372.3651,1528563036,334526766.8,387971120.1,627482.7982,944779933.1,29080839.68,3735.016656,0,933754.164,351091.5657,74700.33312,0,0,0,563987.515,0,60432569.49,0,788088.5144,0,0,0,1486536.629,2394145.676,705918.148,324946.4491,0,4127193.405,32685130.76,31448840.24,17793619.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[441228]],1579912.045,24202907.93,0,7794979.761,10050929.82,0,3596821.04,18301581.61,56790928.25,4030082.972,407116.8155,8310412.059,4048758.055,4261654.004,0,23713620.75,0,455672.032,3611761.106,30765332.19,167986109.1,9415976.989,36767503.96,18271701.48,13307864.34,6144102.399,138195.6163,0,1684492.512,341302087,0,5453124.318,6786525.264,126990.5663,3256934.524,75066364.75,1512681.746,3111268.874,126777670.3,102272226.1,0,0,530372.3651,1528563036,334526766.8,387971120.1,627482.7982,944779933.1,29080839.68,3735.016656,0,933754.164,351091.5657,74700.33312,0,0,0,563987.515,0,60432569.49,0,788088.5144,0,0,0,1486536.629,2394145.676,705918.148,324946.4491,0,4127193.405,32685130.76,31448840.24,17793619.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[4413]],6319648.182,96811631.72,0,31179919.04,40203719.28,0,14387284.16,73206326.45,227163713,16120331.89,1628467.262,33241648.24,16195032.22,17046616.02,0,94854482.99,0,1822688.128,14447044.42,123061328.8,671944436.5,37663907.96,147070015.8,73086805.92,53231457.38,24576409.6,552782.4651,0,6737970.047,1365208348,0,21812497.27,27146101.05,507962.2652,13027738.1,300265459,6050726.982,12445075.5,507110681.4,409088904.3,0,0,2121489.461,6114252146,1338107067,1551884480,2509931.193,3779119733,116323358.7,14940.06662,0,3735016.656,1404366.263,298801.3325,0,0,0,2255950.06,0,241730278,0,3152354.058,0,0,0,5946146.516,9576582.706,2823672.592,1299785.796,0,16508773.62,130740523,125795361,71174477.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[44131]],3159824.091,48405815.86,0,15589959.52,20101859.64,0,7193642.079,36603163.23,113581856.5,8060165.943,814233.631,16620824.12,8097516.11,8523308.009,0,47427241.5,0,911344.064,7223522.212,61530664.39,335972218.2,18831953.98,73535007.92,36543402.96,26615728.69,12288204.8,276391.2325,0,3368985.024,682604174,0,10906248.64,13573050.53,253981.1326,6513869.048,150132729.5,3025363.491,6222537.749,253555340.7,204544452.1,0,0,1060744.73,3057126073,669053533.6,775942240.2,1254965.596,1889559866,58161679.36,7470.033312,0,1867508.328,702183.1313,149400.6662,0,0,0,1127975.03,0,120865139,0,1576177.029,0,0,0,2973073.258,4788291.353,1411836.296,649892.8981,0,8254386.809,65370261.51,62897680.48,35587238.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[441310]],3159824.091,48405815.86,0,15589959.52,20101859.64,0,7193642.079,36603163.23,113581856.5,8060165.943,814233.631,16620824.12,8097516.11,8523308.009,0,47427241.5,0,911344.064,7223522.212,61530664.39,335972218.2,18831953.98,73535007.92,36543402.96,26615728.69,12288204.8,276391.2325,0,3368985.024,682604174,0,10906248.64,13573050.53,253981.1326,6513869.048,150132729.5,3025363.491,6222537.749,253555340.7,204544452.1,0,0,1060744.73,3057126073,669053533.6,775942240.2,1254965.596,1889559866,58161679.36,7470.033312,0,1867508.328,702183.1313,149400.6662,0,0,0,1127975.03,0,120865139,0,1576177.029,0,0,0,2973073.258,4788291.353,1411836.296,649892.8981,0,8254386.809,65370261.51,62897680.48,35587238.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[44132]],3159824.091,48405815.86,0,15589959.52,20101859.64,0,7193642.079,36603163.23,113581856.5,8060165.943,814233.631,16620824.12,8097516.11,8523308.009,0,47427241.5,0,911344.064,7223522.212,61530664.39,335972218.2,18831953.98,73535007.92,36543402.96,26615728.69,12288204.8,276391.2325,0,3368985.024,682604174,0,10906248.64,13573050.53,253981.1326,6513869.048,150132729.5,3025363.491,6222537.749,253555340.7,204544452.1,0,0,1060744.73,3057126073,669053533.6,775942240.2,1254965.596,1889559866,58161679.36,7470.033312,0,1867508.328,702183.1313,149400.6662,0,0,0,1127975.03,0,120865139,0,1576177.029,0,0,0,2973073.258,4788291.353,1411836.296,649892.8981,0,8254386.809,65370261.51,62897680.48,35587238.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
